"feature"	"imp_rank_raw"	"imp_rank"	"imp_sign"	"dat"	"seed"	"imp_rank_frac_raw"	"imp_rank_frac"
"8895"	"Bla_CarbKPC.3"	1	74	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.0135135135135135	1
"8896"	"Yersiniabactin.ybt_0"	62	45	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.837837837837838	0.608108108108108
"8897"	"foleyyes"	66	56	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.891891891891892	0.756756756756757
"8898"	"prior_admityes"	41	11	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.554054054054054	0.148648648648649
"8899"	"resistance_score"	17	46	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.22972972972973	0.621621621621622
"8900"	"K_locusKL107"	11	54	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.148648648648649	0.72972972972973
"8901"	"Colibactinclb.3"	55	37	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.743243243243243	0.5
"8902"	"sexmale"	37	3	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.5	0.0405405405405405
"8903"	"CKDyes"	68	61	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.918918918918919	0.824324324324324
"8904"	"age"	9	59	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.121621621621622	0.797297297297297
"8905"	"colistin30yes"	35	1	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.472972972972973	0.0135135135135135
"8906"	"underweightyes"	61	44	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.824324324324324	0.594594594594595
"8907"	"Bla_CarbKPC.2"	56	39	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.756756756756757	0.527027027027027
"8908"	"Yersiniabactin.ybt_17"	32	8	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.432432432432432	0.108108108108108
"8909"	"tobra30yes"	21	27	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.283783783783784	0.364864864864865
"8910"	"AGly.Aac3.Iva"	51.5	33.5	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.695945945945946	0.452702702702703
"8911"	"resp_failureyes"	49	29	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.662162162162162	0.391891891891892
"8912"	"Sul.SulI"	27	21	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.364864864864865	0.283783783783784
"8913"	"virulence_score"	34	4	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.459459459459459	0.0540540540540541
"8914"	"flagyl30yes"	6	64	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.0810810810810811	0.864864864864865
"8915"	"vanco30yes"	54	36	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.72972972972973	0.486486486486487
"8916"	"num_resistance_genes"	12	52	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.162162162162162	0.702702702702703
"8917"	"central_lineyes"	69	62	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.932432432432432	0.837837837837838
"8918"	"poly_colistin30yes"	24	24	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.324324324324324	0.324324324324324
"8919"	"carbapenem30yes"	19	32	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.256756756756757	0.432432432432432
"8920"	"Sul.SulII"	16	48	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.216216216216216	0.648648648648649
"8921"	"tigecycline30yes"	74	72	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	1	0.972972972972973
"8922"	"Bla.OXA.9"	47	20	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.635135135135135	0.27027027027027
"8923"	"AGly.Aph4.Ia"	51.5	33.5	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.695945945945946	0.452702702702703
"8924"	"O_locusO2v2"	42	12	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.567567567567568	0.162162162162162
"8925"	"levo30yes"	60	43	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.810810810810811	0.581081081081081
"8926"	"Bla_ESBLSHV.12"	46	18	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.621621621621622	0.243243243243243
"8927"	"LOSbeforeCx"	48	28	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.648648648648649	0.378378378378378
"8928"	"Bla_broad_inhR.TEM.54"	23	25	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.310810810810811	0.337837837837838
"8929"	"Flq.GyrA.87N"	25	23	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.337837837837838	0.310810810810811
"8930"	"malignancyyes"	53	35	"Positive"	"infection-resp_patient-kleborate_lr"	"24"	0.716216216216216	0.472972972972973
"8931"	"linezolid30yes"	26	22	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.351351351351351	0.297297297297297
"8932"	"AGly.StrB"	13.5	50.5	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.182432432432432	0.682432432432432
"8933"	"Bias"	8	60	"Negative"	"infection-resp_patient-kleborate_lr"	"24"	0.108108108108108	0.810810810810811
"8934"	"foleyyes"	74	74	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	1	1
"8935"	"levo30yes"	60	46	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.810810810810811	0.621621621621622
"8936"	"MLS.MphA"	2	70	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.027027027027027	0.945945945945946
"8937"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	72	72	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.972972972972973	0.972972972972973
"8938"	"meropenem30yes"	35	7	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.472972972972973	0.0945945945945946
"8939"	"Flq.GyrA.87N"	15	45	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.202702702702703	0.608108108108108
"8940"	"lung_dzyes"	24	29	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.324324324324324	0.391891891891892
"8941"	"Tmt.DfrA14"	41	6	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.554054054054054	0.0810810810810811
"8942"	"CHFyes"	32	11	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.432432432432432	0.148648648648649
"8943"	"age"	1	71	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.0135135135135135	0.959459459459459
"8944"	"num_resistance_genes"	16	44	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.216216216216216	0.594594594594595
"8945"	"Yersiniabactin.ybt_0"	70	65	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.945945945945946	0.878378378378378
"8946"	"Bla_broadSHV.11"	3	69	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.0405405405405405	0.932432432432432
"8947"	"Flq.GyrA.87Y"	5	66	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.0675675675675676	0.891891891891892
"8948"	"Yersiniabactin._ICEKp10"	66.5	58.5	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.898648648648649	0.790540540540541
"8949"	"K_locusKL107"	9	57	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.121621621621622	0.77027027027027
"8950"	"AGly.Aac3.Iva"	58.5	42.5	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.790540540540541	0.574324324324324
"8951"	"AGly.AadA1.pm"	36	3	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.486486486486487	0.0405405405405405
"8952"	"anti_pseudo30yes"	25	26	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.337837837837838	0.351351351351351
"8953"	"linezolid30yes"	31	12	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.418918918918919	0.162162162162162
"8954"	"malignancyyes"	49	21	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.662162162162162	0.283783783783784
"8955"	"O_locusO2v2"	42	9	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.567567567567568	0.121621621621622
"8956"	"AGly.Aph4.Ia"	58.5	42.5	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.790540540540541	0.574324324324324
"8957"	"Sul.SulII"	18	39	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.243243243243243	0.527027027027027
"8958"	"zosyn30yes"	22	33	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.297297297297297	0.445945945945946
"8959"	"central_lineyes"	62	52	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.837837837837838	0.702702702702703
"8960"	"Sul.SulIII"	48	20	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.648648648648649	0.27027027027027
"8961"	"pseudoPCN30yes"	14	47	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.189189189189189	0.635135135135135
"8962"	"vanco30yes"	34	8	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.459459459459459	0.108108108108108
"8963"	"sexmale"	33	10	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.445945945945946	0.135135135135135
"8964"	"Bla_CarbKPC.3"	7	63	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.0945945945945946	0.851351351351351
"8965"	"Sul.SulI"	29	17	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.391891891891892	0.22972972972973
"8966"	"num_resistance_classes"	10	54	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.135135135135135	0.72972972972973
"8967"	"Bla_ESBLSHV.12"	38	2	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.513513513513513	0.027027027027027
"8968"	"brain_injuryyes"	73	73	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.986486486486487	0.986486486486487
"8969"	"resistance_score"	23	31	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.310810810810811	0.418918918918919
"8970"	"resp_failureyes"	40	5	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.540540540540541	0.0675675675675676
"8971"	"ctx30yes"	54	32	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.72972972972973	0.432432432432432
"8972"	"decubyes"	63	53	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.851351351351351	0.716216216216216
"8973"	"underweightyes"	55	36	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.743243243243243	0.486486486486487
"8974"	"virulence_score"	43	13	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.581081081081081	0.175675675675676
"8975"	"Tmt.DfrA12"	21	34	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.283783783783784	0.459459459459459
"8976"	"wziwzi29"	46	18	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.621621621621622	0.243243243243243
"8977"	"LOSbeforeCx"	39	4	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.527027027027027	0.0540540540540541
"8978"	"AG30yes"	37	1	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.5	0.0135135135135135
"8979"	"amikacin30yes"	45	16	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.608108108108108	0.216216216216216
"8980"	"third_gen_ceph30yes"	53	30	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.716216216216216	0.405405405405405
"8981"	"tigecycline30yes"	69	61	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.932432432432432	0.824324324324324
"8982"	"Bla_broad_inhR.TEM.54"	28	22	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.378378378378378	0.297297297297297
"8983"	"tobra30yes"	17	41	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.22972972972973	0.554054054054054
"8984"	"poly_colistin30yes"	47	19	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.635135135135135	0.256756756756757
"8985"	"flagyl30yes"	26	25	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.351351351351351	0.337837837837838
"8986"	"Bla_CarbKPC.2"	44	14	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.594594594594595	0.189189189189189
"8987"	"VDRFyes"	68	60	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.918918918918919	0.810810810810811
"8988"	"Phe.CatA1"	19	38	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.256756756756757	0.513513513513513
"8989"	"ColMgrB.trunc"	56	37	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.756756756756757	0.5
"8990"	"AGly.StrA"	11.5	49.5	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.155405405405405	0.668918918918919
"8991"	"AGly.StrB"	11.5	49.5	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.155405405405405	0.668918918918919
"8992"	"gastroyes"	71	68	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.959459459459459	0.918918918918919
"8993"	"colistin30yes"	51	27	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.689189189189189	0.364864864864865
"8994"	"Colibactinclb.3"	66.5	58.5	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.898648648648649	0.790540540540541
"8995"	"Bla.OXA.9"	13	48	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.175675675675676	0.648648648648649
"8996"	"Bla.SHV.187"	50	23	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.675675675675676	0.310810810810811
"8997"	"AKIyes"	64	55	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.864864864864865	0.743243243243243
"8998"	"carbapenem30yes"	20	35	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.27027027027027	0.472972972972973
"8999"	"AGly.Aph3.Ia"	6	64	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.0810810810810811	0.864864864864865
"9000"	"Yersiniabactin.ybt_17"	30	15	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.405405405405405	0.202702702702703
"9001"	"AGly.AadA2"	27	24	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.364864864864865	0.324324324324324
"9002"	"FQ30yes"	61	51	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.824324324324324	0.689189189189189
"9003"	"trachyes"	4	67	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.0540540540540541	0.905405405405405
"9004"	"prior_admityes"	52	28	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.702702702702703	0.378378378378378
"9005"	"CKDyes"	65	56	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.878378378378378	0.756756756756757
"9006"	"cefepime30yes"	57	40	"Positive"	"infection-resp_patient-kleborate_lr"	"25"	0.77027027027027	0.540540540540541
"9007"	"Bias"	8	62	"Negative"	"infection-resp_patient-kleborate_lr"	"25"	0.108108108108108	0.837837837837838
"9008"	"Sul.SulIII"	32	20	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.432432432432432	0.27027027027027
"9009"	"tobra30yes"	27	27	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.364864864864865	0.364864864864865
"9010"	"Yersiniabactin._ICEKp10"	65	56	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.878378378378378	0.756756756756757
"9011"	"AGly.StrA"	22.5	35.5	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.304054054054054	0.47972972972973
"9012"	"num_resistance_genes"	18	43	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.243243243243243	0.581081081081081
"9013"	"carbapenem30yes"	41	1	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.554054054054054	0.0135135135135135
"9014"	"brain_injuryyes"	63	48	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.851351351351351	0.648648648648649
"9015"	"AGly.AadA2"	17	44	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.22972972972973	0.594594594594595
"9016"	"wziwzi29"	35	16	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.472972972972973	0.216216216216216
"9017"	"meropenem30yes"	9	57	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.121621621621622	0.77027027027027
"9018"	"malignancyyes"	37	14	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.5	0.189189189189189
"9019"	"Yersiniabactin.ybt_0"	58	37	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.783783783783784	0.5
"9020"	"Bla_CarbKPC.3"	1	74	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.0135135135135135	1
"9021"	"lung_dzyes"	29	24	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.391891891891892	0.324324324324324
"9022"	"trachyes"	5	64	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.0675675675675676	0.864864864864865
"9023"	"gastroyes"	74	72	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	1	0.972972972972973
"9024"	"AGly.AadA1.pm"	57	34	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.77027027027027	0.459459459459459
"9025"	"AGly.Aph4.Ia"	44.5	5.5	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.601351351351351	0.0743243243243243
"9026"	"flagyl30yes"	30	23	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.405405405405405	0.310810810810811
"9027"	"age"	4	68	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.0540540540540541	0.918918918918919
"9028"	"Bla_ESBLSHV.12"	36	15	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.486486486486487	0.202702702702703
"9029"	"CHFyes"	66	59	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.891891891891892	0.797297297297297
"9030"	"resp_failureyes"	61	45	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.824324324324324	0.608108108108108
"9031"	"K_locusKL107"	10	55	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.135135135135135	0.743243243243243
"9032"	"Flq.GyrA.87Y"	11	54	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.148648648648649	0.72972972972973
"9033"	"prior_admityes"	40	4	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.540540540540541	0.0540540540540541
"9034"	"zosyn30yes"	19	42	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.256756756756757	0.567567567567568
"9035"	"Sul.SulI"	16	47	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.216216216216216	0.635135135135135
"9036"	"anti_pseudo30yes"	14	51	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.189189189189189	0.689189189189189
"9037"	"FQ30yes"	59	39	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.797297297297297	0.527027027027027
"9038"	"Bla_CarbKPC.2"	49	11	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.662162162162162	0.148648648648649
"9039"	"resistance_score"	7	60	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.0945945945945946	0.810810810810811
"9040"	"Bla.SHV.187"	48	10	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.648648648648649	0.135135135135135
"9041"	"AGly.Aac3.Iva"	44.5	5.5	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.601351351351351	0.0743243243243243
"9042"	"Bla_broadSHV.11"	2	73	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.027027027027027	0.986486486486487
"9043"	"MLS.MphA"	8	58	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.108108108108108	0.783783783783784
"9044"	"central_lineyes"	69	65	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.932432432432432	0.878378378378378
"9045"	"AGly.Aph3.Ia"	6	62	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.0810810810810811	0.837837837837838
"9046"	"AGly.StrB"	22.5	35.5	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.304054054054054	0.47972972972973
"9047"	"AKIyes"	43	3	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.581081081081081	0.0405405405405405
"9048"	"Tmt.DfrA14"	24	30	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.324324324324324	0.405405405405405
"9049"	"levo30yes"	55	32	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.743243243243243	0.432432432432432
"9050"	"linezolid30yes"	20	41	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.27027027027027	0.554054054054054
"9051"	"amikacin30yes"	60	40	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.810810810810811	0.540540540540541
"9052"	"num_resistance_classes"	13	52	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.175675675675676	0.702702702702703
"9053"	"vanco30yes"	39	9	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.527027027027027	0.121621621621622
"9054"	"Tmt.DfrA12"	12	53	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.162162162162162	0.716216216216216
"9055"	"Yersiniabactin.ybt_17"	54	31	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.72972972972973	0.418918918918919
"9056"	"VDRFyes"	71	67	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.959459459459459	0.905405405405405
"9057"	"cefepime30yes"	31	22	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.418918918918919	0.297297297297297
"9058"	"O_locusO2v2"	47	8	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.635135135135135	0.108108108108108
"9059"	"underweightyes"	62	46	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.837837837837838	0.621621621621622
"9060"	"Colibactinclb.3"	64	49	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.864864864864865	0.662162162162162
"9061"	"AG30yes"	56	33	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.756756756756757	0.445945945945946
"9062"	"poly_colistin30yes"	28	26	"Negative"	"infection-resp_patient-kleborate_lr"	"26"	0.378378378378378	0.351351351351351
"9063"	"CKDyes"	73	71	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.986486486486487	0.959459459459459
"9064"	"ColMgrB.trunc"	51	18	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.689189189189189	0.243243243243243
"9065"	"third_gen_ceph30yes"	53	25	"Positive"	"infection-resp_patient-kleborate_lr"	"26"	0.716216216216216	0.337837837837838
